Table with row headers in column A and column headers in rows 4 through 5,,,,,,,,,,,,,,,
"Table A-2.
Households by Total Money Income, Race, and Hispanic Origin of Householder: 1967 to 2023",,,,,,,,,,,,,,,
"(Income in 2023 dollars, adjusted using the C-CPI-U (2000-2023) and R-CPI-U-RS (pre-2000). Households as of March of the following year. Information on confidentiality protection, sampling error, nonsampling error, and definitions is available at <https://www2.census.gov/programs-surveys/cps/techdocs/cpsmar24.pdf>)",,,,,,,,,,,,,,,
2010 7,"15,270",100,19.1,12.2,11.0,13.3,16.7,10.1,10.4,4.1,3.1,"43,510","1,112","60,890","1,395"
2009 8,"14,730",100,16.7,12.7,11.1,14.3,15.9,10.5,11.7,3.9,3.2,"44,730",890,"63,220","1,186"
2008,"14,600",100,16.5,11.6,11.2,14.4,17.3,10.2,10.9,4.5,3.3,"46,790",992,"63,630","1,120"
2007,"14,550",100,16.7,11.6,9.7,14.2,16.4,11.4,11.8,4.7,3.4,"48,080","1,108","66,100","1,213"
2006,"14,350",100,16.8,11.7,10.5,13.8,17.1,10.8,11.1,4.6,3.6,"46,480",576,"65,610","1,334"
2005,"14,000",100,17.6,12.0,10.7,13.2,17.3,10.7,11.0,4.1,3.4,"46,160",741,"63,510","1,135"
2004 9,"13,810",100,17.3,11.6,10.7,14.5,16.5,10.8,11.4,4.1,3.1,"46,330",793,"62,550","1,114"
2003,"13,630",100,16.9,12.2,10.5,13.6,16.7,11.1,11.4,4.5,3.1,"46,780","1,002","63,320","1,116"
2002,"13,470",100,16.7,12.3,10.2,14.2,17.3,10.3,11.3,4.4,3.3,"46,750","1,036","64,450","1,224"
BLACK,,,,,,,,,,,,,,,
2001,"13,320",100,16.3,11.4,10.2,14.3,17.0,11.6,11.8,4.5,2.8,"48,060",931,"64,010","1,111"
2000 10,"13,170",100,15.3,10.8,10.5,13.8,18.0,12.1,11.6,4.7,3.2,"49,470","1,078","65,340","1,089"
1999 11,"12,840",100,15.9,12.1,10.3,13.1,17.0,11.0,11.7,5.2,3.8,"48,150","1,476","66,350","1,567"
1998,"12,580",100,18.5,12.0,10.6,13.9,16.5,10.7,11.1,4.1,2.7,"44,640","1,150","60,110","1,321"
1997,"12,470",100,18.0,12.2,10.8,14.2,17.0,11.2,10.9,3.6,2.1,"44,710","1,265","58,840","1,389"
1996,"12,110",100,18.3,13.3,11.3,13.7,16.7,10.1,10.9,3.6,2.0,"42,810","1,386","59,180","1,901"
1995 12,"11,580",100,19.2,13.1,10.7,13.9,17.1,10.9,10.3,3.1,1.7,"41,900","1,176","56,890","1,601"
1994 13,"11,660",100,20.6,13.2,11.7,13.7,14.6,10.6,10.0,3.4,2.2,"40,280","1,232","56,050","1,323"
1993 14,"11,280",100,21.8,14.8,10.3,14.2,15.9,9.4,8.7,3.1,1.8,"38,230","1,243","53,300","1,455"
1992 15,"11,270",100,23.3,13.8,10.6,13.1,16.4,9.9,8.8,2.8,1.5,"37,620","1,264","51,050","1,138"
1991,"11,080",100,22.8,13.4,10.8,12.9,16.5,10.5,9.0,2.7,1.4,"38,680","1,336","51,510","1,106"
1990,"10,670",100,22.0,13.5,10.3,13.2,16.6,10.4,9.2,3.3,1.4,"39,810","1,494","52,890","1,175"
1989,"10,490",100,21.5,12.9,10.6,13.9,16.1,10.8,9.7,3.0,1.5,"40,420","1,353","53,630","1,199"
1988,"10,560",100,22.4,14.0,10.4,13.7,15.4,9.7,10.1,2.5,1.7,"38,280","1,313","52,450","1,259"
1987 16,"10,190",100,22.8,13.7,11.0,14.1,15.7,9.9,8.4,2.9,1.5,"37,920","1,194","51,200","1,158"
1986,"9,922",100,22.6,13.5,11.2,13.3,15.9,10.8,8.9,2.7,1.2,"37,720","1,218","50,610","1,132"
1985 17,"9,797",100,21.9,14.2,11.3,15.2,15.8,10.0,8.6,2.0,1.0,"37,680","1,205","49,160","1,050"
1984 18,"9,480",100,22.1,15.5,12.7,14.4,15.5,8.7,8.2,2.2,0.7,"35,420","1,120","47,230",956
1983,"9,236",100,23.7,15.7,11.5,14.7,15.2,9.4,7.6,1.9,0.4,"34,040","1,050","45,280",919
1982,"8,916",100,23.2,15.1,13.0,13.8,17.1,9.4,6.6,1.3,0.6,"34,160",901,"44,940",925
1981,"8,961",100,22.7,16.3,12.0,14.5,15.4,9.8,7.5,1.6,0.3,"34,230",946,"44,960",896
1980,"8,847",100,21.9,15.8,12.6,13.9,16.7,9.4,7.8,1.6,0.5,"35,690","1,107","46,320",938
1979 19,"8,586",100,20.5,15.1,12.2,15.0,16.3,10.3,8.2,1.8,0.5,"37,310","1,120","47,870",969
1978,"8,066",100,20.1,15.6,11.5,14.4,17.7,9.6,8.9,1.7,0.5,"37,930","1,320","48,480","1,041"
1977,"7,977",100,19.9,15.8,13.2,15.5,16.4,10.2,7.1,1.4,0.5,"36,270",800,"46,470",680
1976 20,"7,776",100,19.6,16.5,13.1,14.1,17.9,10.4,6.8,1.3,0.4,"36,230",739,"46,290",679
1975 21,"7,489",100,20.5,17.1,11.7,15.4,17.6,10.0,6.2,1.1,0.4,"35,900",869,"44,810",654
"1974 21, 22","7,263",100,19.5,16.0,12.7,16.3,18.0,9.1,7.0,1.1,0.3,"36,560",725,"45,470",665
1973,"7,040",100,18.8,16.3,12.4,15.3,18.2,10.5,6.5,1.3,0.7,"37,390",958,"46,430",759
1972 23,"6,809",100,20.0,15.7,13.4,15.7,16.8,10.1,6.5,1.2,0.6,"36,330",896,"45,900",805
1971 24,"6,578",100,21.1,15.4,13.5,16.3,17.6,9.0,6.0,0.8,0.3,"35,270",863,"43,710",739
1970,"6,180",100,21.3,14.6,12.9,15.9,18.6,9.1,6.3,1.0,0.3,"36,510",824,"44,580",792
1969,"6,053",100,21.2,14.5,13.5,17.2,17.9,9.2,5.5,0.7,0.2,"36,590",887,"43,560",762
1968,"5,870",100,21.5,15.8,14.1,16.3,18.1,8.3,5.0,0.7,0.2,"34,270",818,"41,730",723
1967 25,"5,728",100,23.5,16.7,13.1,18.2,16.0,7.2,3.7,1.0,0.5,"32,410",888,"38,940",715
ASIAN ALONE OR IN COMBINATION,,,,,,,,,,,,,,,
2023,"8,278",100,5.7,4.6,4.6,7.6,11.6,10.2,17.5,11.7,26.5,"112,200","3,788","157,800","5,052"
2022,"8,160",100,6.9,4.7,4.4,6.6,11.9,9.8,19.1,12.1,24.4,"113,700","3,933","153,500","4,943"
2021,"7,852",100,7.2,4.7,5.4,5.8,12.2,10.1,17.3,11.5,25.7,"113,200","3,033","154,300","5,450"
2020 3,"7,555",100,6.0,5.2,4.1,7.3,12.9,10.2,16.6,11.8,25.9,"111,100","4,160","154,600","4,949"
2019,"7,334",100,5.4,4.1,4.7,6.6,12.2,11.0,18.2,12.9,24.8,"114,800","3,246","155,600","5,134"
2018,"7,416",100,7.2,5.0,5.2,7.7,12.3,11.1,17.9,11.8,21.8,"104,100","2,916","142,600","4,233"
2017 4,"7,124",100,7.4,4.8,5.1,7.9,13.4,12.1,16.7,11.9,20.6,"99,130","2,216","139,400","5,131"
2017,"7,114",100,7.8,4.9,5.2,7.5,13.2,12.4,16.5,11.5,21.1,"99,080","2,319","139,200","4,845"
2016,"6,750",100,7.4,5.0,5.4,7.9,12.3,12.2,17.9,12.0,19.9,"100,600","2,317","133,100","3,630"
2015,"6,640",100,8.1,5.1,5.3,7.7,13.5,11.7,17.6,11.5,19.4,"96,430","2,891","132,100","4,544"
2014,"6,333",100,7.9,5.1,6.2,8.8,12.3,12.3,18.0,12.9,16.4,"93,940","4,091","123,200","3,979"
2013 5,"6,160",100,7.9,6.3,4.9,8.2,13.8,12.2,18.8,10.8,17.1,"92,270","6,685","128,700","8,847"
2013 6,"6,111",100,8.8,5.4,6.6,8.3,14.7,13.6,17.2,10.5,15.0,"85,770","3,816","116,300","4,744"
2012,"5,872",100,8.0,5.3,6.4,8.6,14.6,13.4,17.4,11.1,15.2,"87,860","3,682","118,200","4,015"
2011,"5,705",100,8.2,6.1,6.9,9.6,13.7,13.0,18.7,11.0,12.8,"85,370","3,379","112,700","4,436"
2010 7,"5,550",100,8.0,5.7,7.7,8.3,14.4,12.5,17.1,11.1,15.1,"86,030","3,264","113,400","3,582"
2009 8,"4,940",100,8.7,5.9,6.2,9.1,13.2,12.0,18.1,10.7,16.1,"89,340","3,241","123,700","3,997"
2008,"4,805",100,8.1,6.0,7.0,8.7,13.9,10.9,17.9,12.3,15.3,"89,650","3,178","118,000","3,345"
2007,"4,715",100,7.5,5.7,5.7,8.4,13.5,12.3,20.1,11.3,15.6,"93,380","3,232","119,900","3,372"
2006,"4,664",100,6.8,5.4,5.5,8.5,15.3,11.4,18.9,11.5,16.7,"92,900","3,867","127,300","4,381"
2005,"4,500",100,8.1,5.7,5.5,7.8,14.4,12.9,18.9,11.3,15.3,"91,330","1,794","119,700","3,436"
2004 9,"4,346",100,7.5,5.9,5.7,8.8,14.1,13.8,18.7,11.1,14.5,"88,440","2,932","117,200","3,639"
2003,"4,235",100,10.2,6.4,6.4,6.8,14.1,12.4,19.0,11.2,13.6,"87,200","3,198","109,500","3,099"
2002,"4,079",100,7.6,5.8,6.5,9.9,14.8,13.6,17.6,11.2,13.0,"84,220","2,096","111,900","3,500"
ASIAN ALONE,,,,,,,,,,,,,,,
2023,"7,655",100,5.8,4.6,4.7,7.5,11.4,10.0,17.3,11.7,26.9,"112,800","4,187","158,200","5,301"
2022,"7,609",100,7.3,4.6,4.4,6.5,11.8,9.8,18.8,12.2,24.6,"113,100","4,040","153,500","5,145"
2021,"7,276",100,7.3,4.8,5.6,5.7,12.1,9.9,17.1,11.3,26.3,"113,600","3,211","155,600","5,760"
2020 3,"7,002",100,6.0,5.3,4.2,7.3,13.0,9.9,16.4,12.0,25.8,"111,300","4,451","153,700","4,806"
2019,"6,853",100,5.6,4.1,4.7,6.8,12.0,10.3,18.4,12.8,25.3,"116,000","3,627","157,300","5,248"
2018,"6,981",100,7.3,5.0,5.0,7.8,12.2,10.9,17.9,11.9,22.0,"104,600","3,365","143,700","4,462"
2017 4,"6,750",100,7.4,4.9,4.9,7.7,13.5,12.0,16.9,12.0,20.7,"99,600","2,176","140,000","5,300"
2017,"6,735",100,7.8,5.0,5.0,7.3,13.1,12.4,16.6,11.5,21.3,"99,530","2,402","139,600","4,944"
2016,"6,392",100,7.4,4.8,5.3,8.0,12.1,12.2,17.9,12.1,20.3,"101,400","2,386","134,500","3,728"
2015,"6,328",100,8.0,4.9,5.3,7.7,13.3,11.8,17.9,11.4,19.6,"96,940","3,507","132,400","4,602"
2014,"6,040",100,8.2,5.2,6.2,8.7,12.3,12.3,17.6,12.9,16.5,"93,270","4,351","122,500","3,965"
2013 5,"5,818",100,8.1,6.2,4.9,7.9,13.9,12.5,18.4,10.8,17.4,"92,160","7,041","128,900","9,354"
2013 6,"5,759",100,8.9,5.5,6.7,8.4,14.5,13.7,16.7,10.8,14.8,"85,390","3,602","115,500","4,830"
2012,"5,560",100,8.1,5.4,6.4,8.5,14.4,13.4,17.7,11.1,15.2,"88,450","4,006","117,800","3,892"
2011,"5,374",100,8.2,6.0,7.0,9.7,13.6,13.1,18.8,11.1,12.6,"85,550","3,386","112,500","4,479"
2010 7,"5,212",100,8.2,5.6,7.6,8.3,14.0,12.4,17.1,11.3,15.5,"87,030","3,509","114,600","3,778"
2009 8,"4,687",100,8.6,5.9,6.2,9.1,12.9,12.2,18.0,10.9,16.2,"89,880","2,861","124,700","4,167"
2008,"4,573",100,8.2,6.1,7.0,8.5,13.9,10.9,17.7,12.3,15.4,"89,750","3,118","117,800","3,381"
2007,"4,494",100,7.4,5.8,5.6,8.4,13.4,12.2,20.1,11.4,15.7,"93,700","3,230","120,500","3,498"
2006,"4,454",100,6.8,5.6,5.6,8.5,14.9,11.4,18.8,11.3,17.1,"93,390","4,003","128,400","4,544"
2005,"4,273",100,8.2,5.8,5.4,7.8,14.2,13.1,18.7,11.3,15.4,"91,400","1,752","119,800","3,477"
2004 9,"4,123",100,7.4,5.9,5.8,8.7,13.9,13.8,18.6,11.1,14.8,"88,520","3,094","117,800","3,748"
2003,"4,040",100,10.3,6.4,6.3,6.5,14.1,12.4,18.9,11.2,13.9,"87,890","2,840","110,400","3,216"
2002,"3,917",100,7.4,5.8,6.5,10.1,14.5,13.6,17.5,11.2,13.3,"84,770","2,440","112,800","3,620"
ASIAN AND PACIFIC ISLANDER,,,,,,,,,,,,,,,
2001,"4,071",100,7.6,5.7,6.3,9.4,14.5,13.4,18.0,10.8,14.2,"87,470","3,434","119,300","4,633"
2000 10,"3,963",100,6.4,5.5,5.4,8.8,15.0,11.7,21.4,10.0,15.7,"92,980","2,609","121,400","4,145"
1999 11,"3,742",100,7.6,5.8,5.9,8.0,17.0,11.9,18.5,9.8,15.6,"87,910","5,097","116,300","4,847"
1998,"3,308",100,8.1,5.7,5.9,9.7,16.3,13.0,19.3,11.4,10.5,"82,120","3,760","106,000","5,037"
1997,"3,125",100,8.1,7.4,5.4,9.4,16.2,13.5,18.6,11.4,10.0,"80,760","3,694","105,100","5,358"
1996,"2,998",100,9.1,6.8,6.2,9.3,17.1,12.4,19.2,10.4,9.5,"78,900","4,652","103,100","6,082"
1995 12,"2,777",100,8.7,7.8,7.3,8.1,17.8,13.9,19.2,7.9,9.4,"76,000","3,137","103,300","6,858"
1994 13,"2,040",100,8.6,7.3,7.1,9.5,15.9,14.3,19.0,8.4,9.8,"77,540","4,834","100,700","5,902"
1993 14,"2,233",100,10.2,7.9,7.0,10.8,14.6,11.8,19.8,9.8,8.2,"75,060","6,073","98,350","6,514"
1992 15,"2,262",100,8.4,7.4,7.3,9.8,16.6,15.3,18.3,8.8,8.2,"75,820","3,600","93,980","4,250"
1991,"2,094",100,8.4,7.1,6.2,11.8,16.5,13.4,18.6,9.3,8.7,"74,970","3,979","95,190","4,615"
1990,"1,958",100,7.1,6.8,6.9,8.5,15.9,16.0,19.4,10.2,9.1,"81,960","3,994","98,930","4,607"
1989,"1,988",100,5.7,7.7,6.1,9.8,17.1,14.0,20.8,9.5,9.2,"80,700","3,589","100,300","4,802"
1988,"1,913",100,7.3,7.5,8.0,9.4,17.7,13.8,17.9,10.0,8.5,"75,290","5,090","94,130","4,625"
1987 16,N,100,9.1,8.0,8.2,9.9,13.1,15.0,18.0,10.8,8.0,"77,980","4,768",N,N
AMERICAN INDIAN AND ALASKA NATIVE ALONE OR IN COMBINATION,,,,,,,,,,,,,,,
2023,"2,597",100,10.3,9.4,9.1,10.6,20.1,11.8,14.2,6.1,8.4,"61,060","3,062","90,790","7,693"
2022,"2,464",100,11.3,9.9,7.7,14.1,17.4,13.3,14.6,5.4,6.1,"60,360","4,093","79,420","4,444"
2021,"2,475",100,14.7,9.1,9.0,11.4,17.4,10.7,14.7,5.7,7.3,"57,430","1,576","81,940","5,447"
2020 3,"2,333",100,9.2,11.5,8.6,12.1,16.3,14.8,13.5,6.7,7.4,"63,330","4,260","86,820","5,542"
2019,"2,350",100,11.2,9.3,8.1,13.8,16.3,11.4,16.5,6.1,7.3,"60,290","2,389","82,230","4,606"
2018,"2,481",100,12.9,11.3,8.3,13.2,17.6,12.4,12.5,6.7,5.2,"56,700","4,219","76,550","4,059"
2017 4,"2,514",100,13.4,10.3,9.6,13.7,16.9,11.2,13.3,4.4,7.1,"54,550","5,245","78,060","4,325"
2017,"2,510",100,13.2,11.4,8.3,13.3,16.4,12.4,13.7,5.4,5.9,"55,080","4,808","77,330","4,084"
2016,"2,443",100,13.2,10.3,9.8,13.9,18.5,10.1,11.8,5.5,6.9,"52,980","3,188","80,420","5,459"
2015,"2,436",100,14.2,10.6,9.4,13.7,16.6,11.9,12.2,6.6,4.9,"53,730","4,446","74,280","4,483"
2014,"2,247",100,13.8,11.2,11.1,11.7,17.6,11.9,11.8,6.4,4.5,"52,560","2,890","71,590","3,103"
2013 5,"2,041",100,15.7,13.2,9.2,11.7,13.1,13.9,12.1,4.8,6.2,"50,640","7,129","79,030","12,910"
2013 6,"2,119",100,13.5,12.4,10.7,15.6,16.9,12.4,11.2,3.9,3.6,"47,690","3,100","64,690","4,170"
2012,"2,233",100,15.3,12.3,11.4,13.6,17.8,10.3,11.2,4.5,3.6,"47,250","2,301","64,590","3,323"
2011,"2,162",100,13.4,11.6,11.9,15.0,17.6,11.0,10.7,4.4,4.3,"48,220","3,054","67,400","3,315"
2010 7,"2,040",100,15.1,12.2,9.7,12.8,17.2,10.6,12.3,6.9,3.3,"50,320","4,971","67,620","3,706"
2009 8,"1,820",100,13.6,10.9,11.2,14.1,15.6,12.8,12.2,5.5,4.2,"50,960","2,922","72,230","3,652"
2008,"1,932",100,12.6,9.4,10.6,14.2,16.8,13.2,13.2,5.7,4.3,"54,230","3,235","73,740","4,357"
2007,"1,919",100,13.6,10.6,8.8,13.6,17.7,12.2,14.1,5.3,4.1,"54,240","2,779","72,400","3,418"
2006,"1,848",100,12.6,11.4,10.6,12.7,19.2,10.0,12.3,6.2,5.0,"52,810","2,750","72,770","3,606"
2005,"1,873",100,14.4,9.7,9.6,13.3,16.4,12.9,13.2,5.6,4.8,"54,180","2,987","73,410","3,250"
2004 9,"1,894",100,11.4,9.8,10.3,13.9,17.1,12.1,14.8,5.2,5.5,"55,340","3,366","78,590","5,407"
2003,"1,752",100,10.9,11.8,10.0,12.6,15.9,12.6,15.0,6.1,5.1,"56,930",N,"76,090",N
2002,"1,651",100,12.1,10.7,9.0,14.2,20.4,11.6,12.2,5.7,4.1,"54,810",N,"73,760",N
AMERICAN INDIAN AND ALASKA NATIVE ALONE,,,,,,,,,,,,,,,
2023,"1,414",100,11.5,8.7,9.1,12.3,19.6,11.7,14.3,6.5,6.2,"57,270","3,882","82,660","7,497"
2022,"1,371",100,11.8,10.4,9.1,15.0,17.5,12.1,12.3,5.5,6.2,"54,910","5,170","78,210","6,280"
2021,"1,430",100,13.9,9.8,9.6,11.3,17.9,11.2,13.1,5.8,7.4,"57,220","2,836","81,860","8,653"
2020 3,"1,377",100,10.0,13.4,8.4,13.7,16.8,13.3,11.4,5.5,7.4,"57,170","5,258","81,330","6,813"
2019,"1,329",100,13.4,8.2,8.0,14.2,17.1,11.6,16.2,5.2,6.1,"58,380","4,573","78,060","5,412"
2018,"1,331",100,13.9,11.8,8.3,14.2,18.5,10.5,12.3,6.1,4.5,"52,510","5,615","73,880","5,492"
2017 4,"1,327",100,16.1,10.9,10.1,14.3,16.3,10.3,11.1,4.1,6.8,"47,000","5,945","73,980","6,431"
2017,"1,326",100,15.9,12.8,7.1,14.0,15.4,12.1,11.1,5.9,5.7,"50,440","5,134","75,720","6,754"
2016,"1,314",100,14.1,10.5,9.5,14.3,19.1,9.4,11.6,5.3,6.2,"51,900","2,931","78,870","8,545"
2015,"1,417",100,15.7,9.9,10.0,14.3,15.7,12.9,10.8,5.8,5.0,"50,160","5,293","70,330","4,476"
2014,"1,264",100,14.2,10.4,11.4,12.2,16.7,12.8,12.4,5.7,4.2,"52,100","3,542","70,840","3,996"
2013 5,"1,045",100,17.3,14.2,9.4,13.9,11.1,15.0,11.0,4.3,3.8,"43,750","8,276","62,950","7,461"
2013 6,"1,108",100,14.0,14.7,10.5,16.4,18.2,10.9,10.3,2.1,2.9,"45,290","3,478","59,020","4,342"
2012,"1,196",100,19.0,12.0,10.9,13.6,18.1,10.0,9.6,3.9,2.9,"44,310","3,896","60,900","5,221"
2011,"1,108",100,15.1,13.2,12.5,15.0,17.1,10.2,9.2,3.9,3.8,"42,850","3,967","61,690","4,661"
2010 7,"1,036",100,16.8,14.1,9.4,13.6,14.7,11.4,11.6,5.6,2.7,"43,360","5,096","61,630","5,160"
2009 8,907,100,15.2,12.3,10.7,15.1,14.3,13.2,12.0,4.1,3.1,"47,360","2,550","65,830","4,857"
2008,977,100,14.4,10.8,11.7,15.3,14.9,12.1,13.5,4.1,3.2,"48,220","3,843","68,650","7,221"
2007,943,100,16.5,9.0,9.8,14.9,19.8,11.9,11.4,3.8,2.9,"50,530","3,957","64,820","4,814"
2006,888,100,15.4,12.9,11.3,13.6,19.7,8.9,9.8,3.9,4.5,"46,870","3,173","64,760","5,128"
2005,817,100,16.5,11.1,8.9,12.6,17.2,12.5,11.3,6.0,4.0,"50,730","4,790","68,310","4,652"
2004 9,824,100,14.7,10.3,12.0,14.4,17.6,9.0,12.8,5.1,4.1,"48,770","3,443","68,470","6,302"
2003,754,100,15.0,11.4,10.9,11.6,15.0,10.4,12.6,7.1,5.8,"50,890",N,"73,230",N
2002,764,100,13.0,10.1,8.2,16.4,21.4,9.9,13.2,5.3,2.5,"52,720",N,"65,850",N
AMERICAN INDIAN AND ALASKA NATIVE,,,,,,,,,,,,,,,
2001,"1,229",100,13.1,9.7,10.1,15.3,18.2,11.2,12.2,5.9,4.2,"52,320",N,"71,910",N
2000 10,"1,041",100,14.0,10.7,10.7,11.9,18.7,12.7,13.4,5.0,2.9,"52,240",N,"69,170",N
1999 11,961,100,15.6,12.6,9.9,10.7,17.3,13.9,11.2,5.1,3.6,"52,070",N,"66,980",N
1998,775,100,11.8,11.3,7.2,14.5,18.7,14.9,13.7,4.7,3.3,"55,520",N,"68,800",N
1997,823,100,12.1,14.0,9.5,14.8,17.7,12.1,12.0,4.9,3.0,"50,480",N,"66,160",N
1996,851,100,18.3,13.1,10.0,17.3,11.6,10.3,13.5,3.1,2.9,"43,260",N,"64,820",N
1995 12,763,100,16.2,14.4,12.6,15.0,16.5,9.4,11.7,3.4,0.8,"40,530",N,"55,390",N
1994 13,547,100,15.6,10.1,10.7,13.5,18.6,14.1,10.9,4.6,1.8,"50,320",N,"62,510",N
1993 14,614,100,15.0,11.4,12.2,14.7,20.3,12.4,7.4,4.9,1.8,"47,550",N,"58,360",N
1992 15,752,100,16.8,11.5,11.2,15.4,18.2,10.1,12.4,2.4,2.1,"45,430",N,"57,360",N
1991,608,100,14.0,11.2,12.4,13.2,18.7,11.8,14.7,2.8,1.2,"49,390",N,"59,710",N
1990,530,100,15.3,12.4,10.1,12.8,21.7,12.6,7.9,5.3,1.9,"48,990",N,"60,150",N
1989,511,100,17.9,18.8,9.2,13.6,16.3,10.7,9.7,2.7,1.0,"38,760",N,"52,690",N
1988,469,100,14.9,17.1,12.5,17.2,13.7,12.2,8.9,3.3,0.2,"38,500",N,"51,690",N
1987 16,469,100,18.5,14.0,11.6,15.7,15.8,12.1,8.4,2.6,1.4,"41,430",N,"52,940",N
TWO OR MORE RACES,,,,,,,,,,,,,,,
2023,"2,778",100,9.1,8.6,6.8,10.2,18.8,12.0,14.8,7.3,12.5,"68,860","4,280","107,500","8,703"
2022,"2,482",100,8.9,7.5,6.3,12.3,17.4,14.6,14.9,7.4,10.7,"72,230","4,236","101,800","7,438"
2021,"2,330",100,10.8,6.5,7.8,10.2,16.2,10.9,17.5,9.6,10.5,"71,650","5,620","101,300","5,906"
2020 3,"2,242",100,8.5,7.3,7.0,9.5,13.5,14.7,18.5,7.5,13.4,"81,340","3,770","118,600","8,962"
2019,"2,269",100,7.0,8.3,9.1,11.0,15.8,12.4,14.3,9.6,12.4,"72,770","3,852","104,300","6,538"
2018,"2,207",100,9.2,9.3,9.0,11.0,16.5,13.6,14.2,7.8,9.2,"66,660","4,287","94,110","6,580"
2017 4,"2,086",100,9.9,8.0,9.2,12.8,17.2,12.4,14.7,6.0,9.9,"65,230","4,704","92,060","5,264"
2017,"2,094",100,9.3,7.7,9.1,13.3,16.8,12.4,16.3,6.3,8.9,"66,010","5,503","92,110","5,235"
2016,"2,015",100,9.3,9.6,8.9,11.6,18.7,12.0,13.5,7.4,8.9,"64,060","3,038","91,340","5,783"
2015,"1,870",100,12.4,9.8,8.5,11.4,18.2,11.4,12.7,8.1,7.5,"62,320","3,604","88,930","7,689"
2014,"1,793",100,11.7,9.5,10.5,11.3,16.8,12.3,13.8,7.4,6.8,"58,510","3,190","84,670","5,601"
2013 5,"1,843",100,9.3,9.2,10.1,11.3,18.2,10.4,16.0,6.7,8.8,"61,680","7,223","105,100","19,740"
2013 6,"1,860",100,12.1,9.3,9.7,13.5,16.0,12.0,14.5,6.0,6.9,"58,500","3,317","81,900","5,637"
2012,"1,776",100,11.7,10.5,10.3,12.1,17.4,11.0,14.0,6.2,6.8,"57,100","2,961","80,150","5,254"
2011,"1,764",100,11.7,9.5,10.4,13.9,16.6,11.3,13.6,6.1,7.0,"57,500","5,209","81,130","4,667"
2010 7,"1,810",100,12.6,9.7,9.2,12.4,18.6,10.4,13.9,7.3,6.0,"56,640","2,524","80,640","5,039"
2009 8,"1,484",100,12.2,8.8,10.4,12.6,16.6,11.9,13.3,6.6,7.5,"57,850","2,598","83,020","4,229"
2008,"1,465",100,10.6,8.2,8.8,12.9,17.5,13.2,14.3,7.6,6.8,"61,230","4,329","84,940","5,315"
2007,"1,457",100,10.8,10.7,7.5,12.0,16.2,12.3,16.0,6.7,7.7,"60,750","4,882","83,610","3,826"
2006,"1,393",100,9.3,8.7,8.6,11.6,19.0,11.8,15.4,9.0,6.6,"64,760","4,632","86,420","5,405"
2005,"1,506",100,11.1,7.9,10.1,13.0,16.5,12.6,15.3,6.6,6.9,"62,300","3,963","85,490","5,478"
2004 9,"1,517",100,9.3,8.9,8.1,12.6,17.8,14.1,16.3,6.4,6.5,"64,130","2,618","87,030","6,319"
2003,"1,407",100,7.6,10.8,9.4,13.2,16.0,14.4,16.7,6.4,5.4,"64,380",N,"82,010",N
2002,"1,243",100,10.8,10.1,8.7,12.2,19.7,13.0,12.9,6.8,5.8,"58,960",N,"84,670",N
HISPANIC (ANY RACE),,,,,,,,,,,,,,,
2023,"19,860",100,8.5,7.5,8.3,12.7,18.5,12.5,15.7,7.8,8.3,"65,540","1,259","91,380","2,035"
2022,"19,320",100,9.6,7.8,8.4,12.6,18.0,13.6,15.3,7.1,7.4,"65,300","1,659","88,590","1,869"
2021,"19,230",100,10.0,7.4,8.7,12.3,18.0,12.2,15.7,7.1,8.4,"64,930","1,775","90,570","1,851"
2020 3,"18,340",100,8.8,8.5,7.7,14.2,17.2,13.8,15.2,6.9,7.7,"64,840","1,356","88,080","1,645"
2019,"17,670",100,8.7,7.5,8.2,13.5,18.2,13.1,15.6,7.3,8.0,"66,330","1,386","88,720","1,916"
2018,"17,760",100,9.4,9.1,8.9,13.9,18.2,13.3,14.3,6.3,6.6,"61,720",882,"85,100","1,942"
2017 4,"17,340",100,10.0,8.7,9.2,13.6,18.2,12.8,14.6,6.5,6.4,"61,390",928,"82,800","1,850"
2017,"17,320",100,9.9,8.7,9.2,13.7,17.6,12.5,15.4,6.6,6.4,"61,780",882,"83,600","1,739"
2016,"16,920",100,10.0,9.5,8.9,14.3,18.1,12.7,14.4,6.3,5.9,"59,370","1,385","83,200","1,655"
2015,"16,670",100,10.3,9.2,11.1,14.1,17.6,12.9,12.9,6.0,5.8,"56,720","1,271","79,910","1,730"
2014,"16,240",100,10.8,10.3,11.5,14.0,18.3,12.5,13.3,5.1,4.3,"53,340","1,066","72,230","1,355"
2013 5,"16,090",100,11.1,11.7,11.8,15.3,16.4,11.3,12.4,4.7,5.2,"50,530","2,488","73,360","3,565"
2013 6,"15,810",100,11.5,11.1,11.2,14.5,18.6,11.9,12.4,4.9,3.9,"52,150","1,156","69,570","1,544"
2012,"15,590",100,12.2,11.2,11.7,14.8,18.4,11.2,12.1,4.4,3.9,"50,260","1,132","68,840","1,480"
2011,"14,940",100,12.0,10.8,11.6,15.5,18.6,11.4,11.5,4.8,3.8,"50,730","1,182","68,770","1,283"
2010 7,"14,440",100,12.2,10.8,11.3,14.8,18.0,11.4,12.7,4.9,3.8,"50,960","1,297","69,600","1,470"
2009 8,"13,300",100,10.9,11.0,11.5,15.0,17.7,12.1,12.4,5.1,4.2,"52,220","1,134","71,700","1,294"
